id,X1,X2,X3,X4,T,Y
102212,-0.637026915,1.150314229,1,0,0,2.980076457
102213,-0.552488288,1.56183799,1,0,0,3.985718934
102214,-0.585025213,1.38707236,0,1,0,3.91162124
102215,-0.692400259,-0.742150887,1,1,0,0.813174855
102216,0.704368301,0.019728319,0,1,0,4.883856178
102217,0.641340905,2.789486741,0,1,0,6.726557145
102218,-0.921730739,-0.349378972,0,1,0,1.253495594
102219,0.137114027,-1.052151994,0,1,1,5.139036778
102220,-1.653837484,-0.919794254,0,0,1,5.358152995
102221,0.739998121,-0.707824835,0,1,1,5.914113045
102222,-0.700148118,0.485737776,1,1,1,5.291075934
102223,-1.008667184,0.918177222,1,1,1,7.281084645
102224,1.930986899,0.285027714,0,0,0,5.081729711
102225,0.446062657,-0.710524663,0,1,1,5.823140999
102226,0.284479466,0.482548407,1,1,0,4.192048872
102227,-1.267514004,-0.958547511,0,0,1,4.589209999
102228,-0.807774719,0.211884793,0,0,0,2.367442336
102229,-0.526812763,0.193383461,0,0,1,7.057756816
102230,-0.488526083,1.097430996,1,1,0,3.109593153
102231,-0.179743533,-1.012972488,0,1,1,4.714652046
102232,1.63084431,2.068925793,1,1,1,11.35946689
102233,0.771442009,0.463464327,0,0,1,7.33328704
102234,-0.025630588,0.444717665,0,1,0,3.255324744
102235,-1.071911759,-1.152219996,0,0,0,1.475813603
102236,0.584161737,-1.186788269,0,1,1,5.10461614
102237,1.820476689,-0.785030654,0,0,0,4.572242956
102238,0.54754228,-1.238971601,1,1,0,2.213652398
102239,-0.018724876,0.41781264,0,1,0,3.556350053
102240,-0.428884255,-0.631146087,1,1,0,1.419571023
102241,-0.269716805,1.305424442,0,0,0,4.524717331
102242,1.011808985,1.106142376,1,1,1,8.426677869
102243,1.038822086,1.519786792,1,1,1,8.558153769
102244,0.811844913,-2.281516356,1,0,0,0.959980409
102245,0.642982577,0.450870148,0,0,0,3.771791547
102246,-0.221326588,-1.472612955,1,0,1,4.1697595
102247,-0.680716504,-0.333204915,1,0,0,1.672259942
102248,0.87490587,0.719991414,1,1,1,8.436428383
102249,-1.159530837,0.609591301,1,1,1,6.965520368
102250,-1.919581892,-0.426635162,1,0,0,0.532711761
102251,-0.01610219,0.74700984,1,0,0,3.503769568
102252,-0.257841782,0.561621868,0,0,1,7.111556938
102253,0.295352983,0.487538469,1,0,0,3.238447536
102254,0.662658933,-0.282519766,0,1,1,7.001148402
102255,0.881126333,1.554347704,0,1,1,7.884402157
102256,-0.159483264,-2.262416942,0,1,0,-0.055247245
102257,0.657797737,0.022093087,0,1,1,7.156963129
102258,0.482015915,-0.796564191,0,1,0,2.884917674
102259,-0.462671784,0.056737173,0,0,0,2.602167192
102260,-0.17474934,-0.054580732,0,1,0,3.155969872
102261,-0.492837528,-0.130579822,0,1,0,2.488265234
102262,0.683771877,0.537658432,0,0,0,4.012198649
102263,-1.263990098,0.213639592,1,1,0,1.4717625
102264,-0.72901856,0.37357656,0,1,0,2.37589143
102265,1.191946819,0.82114879,1,1,1,9.283085277
102266,-0.658319272,0.092973366,1,1,1,6.369048004
102267,0.383887617,0.455372617,1,1,0,2.29922053
102268,-0.855652229,0.52926159,0,1,1,6.616557484
102269,0.319254883,-0.955989605,0,1,1,4.998084953
102270,0.361386969,-0.446071886,0,0,1,5.541987273
102271,-0.89771232,-0.400103486,1,0,0,1.167020567
102272,-0.950527509,-0.718289383,0,1,1,4.308869525
102273,1.480793077,-1.295601452,0,0,0,3.422863095
102274,0.780502895,0.467008182,1,0,1,6.657420956
102275,1.523139508,2.001306917,0,1,1,11.46691911
102276,-0.145039737,0.316658954,0,1,0,2.746162971
102277,0.064949057,-1.102826405,0,0,0,2.180648073
102278,-0.437468194,2.768398055,0,0,0,5.491423705
102279,0.423670518,-1.55620735,0,0,1,3.458685977
102280,0.632704827,1.054003959,0,0,0,4.677753311
102281,0.708389983,-1.459792954,0,0,1,4.710719252
102282,0.26480701,-1.631477664,0,0,0,2.24486494
102283,-0.245289318,-2.787052656,0,1,0,-0.309641146
102284,-1.840889725,0.332406498,0,1,1,7.862942508
102285,1.101267265,-0.115811288,1,1,1,8.046778646
102286,0.683400109,1.884163078,0,0,0,5.112525745
102287,-1.014050738,0.632232785,0,1,1,5.495830215
102288,1.252741638,0.181705982,0,0,0,4.555439028
102289,0.403427286,0.495278915,0,1,1,6.52557828
102290,-0.440095963,1.262007969,0,1,1,6.637466419
102291,-1.27756452,-0.403338196,0,1,1,5.923816642
102292,0.133966931,0.940965598,0,1,0,4.559295566
102293,-1.106314366,0.933945281,0,1,1,6.431183822
102294,-0.121419524,1.011164189,0,1,1,7.027797371
102295,2.165831736,0.948348545,0,1,0,5.914589805
102296,0.33485545,0.350820514,0,1,1,6.912950169
102297,0.643848454,0.60778386,1,1,1,7.696027301
102298,-0.846686487,0.247755467,0,0,0,1.956799319
102299,0.558893124,-0.948654269,0,1,1,5.654447844
102300,-0.107813779,-1.389024369,0,1,1,3.587553702
102301,-2.639568056,-0.199810368,1,1,1,9.868224462
102302,-0.322697469,1.526228197,0,1,1,6.067566335
102303,-1.428046962,0.595241233,1,0,1,7.217016634
102304,0.188075993,1.069037267,1,1,0,3.668402363
102305,-0.425196048,0.60533769,1,1,0,2.843624669
102306,-0.988048329,0.449276505,1,0,1,6.525355911
102307,0.142751849,-0.492433471,0,0,0,2.150037679
102308,1.142196509,0.135510644,1,0,1,9.510967448
102309,0.702908221,1.559803543,0,1,0,4.007369868
102310,1.317651769,1.075391952,1,0,0,5.496772133
102311,-0.203876922,0.349397318,0,1,0,3.344066262
102312,0.554364442,0.85317688,0,0,1,7.22204803
102313,0.579086736,-0.550325434,0,1,1,5.691416925
102314,-0.239255672,-0.195012111,0,1,1,5.963746348
102315,-0.375073727,0.769089635,0,0,0,2.6052678
102316,-1.778782608,-0.612125446,1,0,0,0.565666867
102317,-0.307718715,1.260833615,0,1,1,6.293996004
102318,-0.982942842,0.521074864,1,0,1,6.294733822
102319,0.118643987,-0.658611056,0,1,0,1.919014783
102320,2.075713315,0.712729431,0,0,1,12.68879164
102321,-0.498133161,1.180842801,1,0,1,5.37271479
102322,0.041293827,-1.184427579,1,1,1,4.135474754
102323,-2.96032211,0.652131424,0,0,0,0.155238108
102324,0.414322208,-0.879433461,0,1,0,1.627889421
102325,-1.48572808,-0.745760157,0,1,1,5.527617981
102326,-0.516065481,0.460002564,0,1,1,6.358617651
102327,0.277850019,-0.410960198,0,0,1,5.61760431
102328,-1.743585758,-1.232601205,0,1,1,5.413075866
102329,1.595616,-0.444550581,0,0,1,10.63133646
102330,1.240509668,0.907274377,1,0,0,4.873546453
102331,-1.655287675,0.774459484,0,1,0,1.519157381
102332,-1.043833655,-0.935581388,0,0,0,1.396186586
102333,0.795705599,-0.538161806,0,1,1,7.211334032
102334,-1.545994908,-1.15897022,0,0,1,5.139704094
102335,-0.403708655,0.667469274,0,1,0,3.161339267
102336,-1.490828042,0.034511724,1,0,0,1.441526335
102337,1.637294131,-1.325917018,0,1,1,8.102341648
102338,-0.529553134,-0.483168301,1,1,0,2.187252746
102339,-0.95667501,0.812258989,0,1,1,6.834060888
102340,-0.111837638,-0.089870171,0,0,0,2.714707691
102341,1.474673474,0.274094821,0,1,0,5.130553115
102342,-0.073643817,-0.069761023,1,1,1,5.481196315
102343,-0.783682616,1.209142197,1,0,1,6.084895036
102344,-0.454652365,0.024700581,0,1,0,1.851424306
102345,-2.050110029,0.639761168,0,0,1,9.255120238
102346,1.420786448,1.246630777,0,1,1,9.850588306
102347,-1.043793449,0.598483986,0,0,0,2.89286852
102348,0.05162858,-0.61984038,0,1,0,0.851332303
102349,0.524523253,0.666086969,1,1,0,4.465022855
102350,0.448142609,0.494382376,1,0,0,4.231619552
102351,-0.093436234,1.65065342,0,0,1,6.681780374
102352,-0.845004127,0.39583903,0,1,1,5.141057912
102353,-1.342091809,-0.102395556,0,1,0,1.187420636
102354,0.254376839,0.173946993,1,0,0,2.188768496
102355,0.683380014,-0.796673775,0,1,0,3.543204096
102356,-0.813784642,-1.2698923,1,1,1,3.996839519
102357,-0.832834869,-0.686982773,0,1,0,0.948540425
102358,-0.851619903,-1.375841262,0,1,0,0.959306337
102359,0.323736772,-0.278323908,0,0,0,2.541245438
102360,0.149260825,-0.397110374,1,0,1,6.326641772
102361,2.155846558,-1.978000099,1,1,1,9.401035857
102362,-0.596668291,-1.521015864,0,1,1,2.912556078
102363,0.700604688,-0.634757932,0,1,0,2.349886676
102364,0.266653621,-1.24184974,0,1,0,2.243153498
102365,0.029476901,-0.154857976,0,0,0,2.468782186
102366,-0.547693903,3.037878472,0,1,1,6.440552283
102367,0.281501103,-1.87881969,0,1,1,3.100336759
102368,2.176591116,-0.17248089,0,1,0,5.847581535
102369,-1.134830521,-0.718080875,0,0,0,1.392646692
102370,0.939926573,1.075074375,0,1,0,4.459810889
102371,0.477085094,-0.735551227,0,1,1,5.557100094
102372,0.689311534,0.269158874,0,0,1,7.497938906
102373,0.176319647,0.082448531,0,1,1,6.45156787
102374,-0.250043996,0.150979596,1,1,0,3.416234379
102375,-0.525645002,0.659956611,0,1,1,6.5106198
102376,0.236462676,1.939334792,0,1,0,5.483261245
102377,-1.19381319,1.248530016,0,0,0,3.106323921
102378,-0.902616821,-0.577658796,1,0,1,4.570849498
102379,-0.100660273,1.561608101,0,1,1,6.716224901
102380,-0.875443875,1.044815641,0,1,0,2.707749866
102381,0.993288699,1.220721083,0,0,0,5.398251371
102382,-0.616098858,0.833997608,0,1,1,5.30563294
102383,0.026735374,0.482824047,1,0,1,6.545363225
102384,-0.420297729,-1.937904849,0,1,1,3.241929562
102385,0.201083019,0.794182459,0,0,0,4.234303397
102386,0.925317953,0.369608249,0,0,0,3.851976266
102387,-0.354854988,-0.747515642,0,1,1,5.740426494
102388,0.822794425,0.908862887,0,0,0,5.165636577
102389,-0.038884659,0.259100043,0,0,0,2.601442868
102390,0.18758805,-0.493483787,1,0,1,5.589891566
102391,0.885863523,1.464994401,0,0,1,8.136451561
102392,-1.666634429,0.526963578,0,0,0,2.84659419
102393,0.416326151,-0.161895597,1,0,0,2.880730924
102394,-0.978302845,1.745940541,0,1,1,6.286894025
102395,-0.177138364,1.743211705,1,1,1,7.080486175
102396,0.882728437,0.059074408,0,1,0,3.457059385
102397,-0.171441184,0.186429708,0,0,1,6.11937508
102398,0.53029464,0.182660948,0,1,1,6.911413023
102399,-0.406251612,1.099765993,0,0,0,4.534837395
102400,1.6640582,-0.021326874,0,1,1,9.61755437
102401,0.157749389,0.751375695,1,1,0,3.535700264
102402,-0.33873205,-2.095238065,0,1,1,1.695162248
102403,0.154596054,1.077919255,0,0,1,6.901779713
102404,-1.296134232,-2.160763417,0,0,0,0.811446755
102405,0.596040934,-1.004898867,1,0,0,2.592122477
102406,-1.403704663,-1.181437334,0,0,0,1.061255836
102407,0.329912939,1.305877543,1,1,1,7.519198636
102408,-1.367546637,0.21055925,0,1,0,2.966340725
102409,0.295787641,0.209828933,0,1,0,3.078758919
102410,0.630428715,-0.024558445,0,1,1,5.816534909
102411,-1.430525204,0.236664154,0,0,1,6.923589598
102412,1.044105883,-0.260601775,0,1,1,7.709910687
102413,-0.826759874,0.806980094,0,1,0,2.704989164
102414,-0.534793138,-0.255965895,0,0,0,2.328368032
102415,0.833828494,0.574484232,1,0,1,7.990875913
102416,2.371879046,-0.393510865,0,1,0,4.577852145
102417,1.136376938,-0.868796048,0,0,1,7.479602989
102418,2.118692628,1.456851992,0,1,1,13.16679147
102419,0.770987633,-1.338148976,0,1,0,1.869249435
102420,0.543120166,-0.688315021,1,0,0,2.781412874
102421,0.737626045,0.172592484,0,1,0,3.888375111
102422,-0.16926624,1.95928715,0,0,1,6.328477855
102423,-0.826689182,-0.51068838,1,0,1,6.123956763
102424,0.741794632,-0.573854753,1,0,1,7.176169916
102425,-0.537203339,0.94060203,1,1,1,6.94025736
102426,0.926063387,1.960164777,0,1,1,8.392465233
102427,0.632692241,1.094059752,0,0,0,4.074162953
102428,0.051867185,-0.218520011,1,1,1,6.24635039
102429,0.194115769,-0.531480169,0,1,0,2.176884592
102430,1.166199383,-0.786781292,0,1,0,3.487083218
102431,0.806610119,2.081628366,0,1,0,4.575957419
102432,-0.064690267,1.294357737,0,0,1,6.150104191
102433,0.386848109,0.100402123,0,1,1,7.255674039
102434,0.856191143,0.688060022,0,1,0,4.800230173
102435,0.525236481,0.043651677,0,1,1,6.406695815
102436,-0.668185705,1.688117204,0,1,1,6.32693292
102437,0.308295316,0.861883806,1,1,1,7.250151696
102438,2.151836788,1.021135527,1,1,0,6.217678771
102439,-1.02175447,-1.087718687,1,0,0,1.791323909
102440,2.03514004,-1.648988861,1,1,0,2.537258043
102441,-0.707637821,0.69675916,1,0,1,6.471058129
102442,0.31843413,-1.45017604,0,0,1,4.577052509
102443,0.12621878,2.028121476,0,0,0,5.418831871
102444,-0.867403448,-1.549864216,0,1,0,-0.057588595
102445,-0.642633531,0.127361232,0,1,1,5.311835498
102446,-0.402085166,1.030808087,0,1,0,3.55036696
102447,1.174806183,1.377455721,0,0,1,9.444238868
102448,0.960658692,-0.22998182,0,0,1,7.259991525
102449,-0.533513869,0.060923996,0,1,0,2.279579692
102450,1.041366668,-0.862829777,0,0,0,3.924084764
102451,0.328462482,1.038230214,0,1,0,3.783434588
102452,1.147063723,0.638254459,0,1,0,5.274038918
102453,-1.075765635,-0.228543187,0,0,1,5.729489382
102454,-0.081970715,-1.880483376,1,0,1,3.214145356
102455,-0.887376028,1.426780851,0,1,1,5.834384946
102456,-0.442844263,-1.481287529,0,0,0,1.365139041
102457,0.490470794,1.185708747,1,1,0,3.957096217
102458,-1.756440939,-0.178570269,0,0,0,0.893519003
102459,-0.876387178,-0.808092488,0,1,0,1.56294813
102460,-0.975045712,0.242244555,1,0,0,2.632386673
102461,-0.089876944,1.390210757,0,1,0,4.059354611
102462,-1.046286488,1.507284544,1,0,0,3.334433102
102463,0.02938804,0.108839852,1,0,0,3.545728747
102464,-0.815611274,0.426454685,1,1,0,2.665253199
102465,1.385260083,-0.884463305,0,0,0,3.814218515
102466,1.128221226,-0.687854031,0,1,0,3.818253858
102467,-0.458280988,0.26307009,0,0,0,3.281145265
102468,-0.037749128,-0.102177798,0,1,1,5.331045778
102469,-0.014133506,2.02712233,1,0,0,4.262093119
102470,0.158314097,-1.089545143,0,1,0,2.128543669
102471,-1.220061718,-0.292399653,0,0,0,1.065502283
102472,1.896855216,2.571272522,0,0,1,12.49830046
102473,0.951168304,-1.222935376,0,1,0,3.392821187
102474,-0.925145436,-1.186985463,0,0,1,3.702068395
102475,-0.912040221,-2.394462262,0,1,1,2.024510748
102476,0.566948637,-0.618079272,0,0,1,5.682688892
102477,1.863086953,0.412192139,1,0,0,5.946757899
102478,0.726596566,-1.804924048,1,1,0,2.226051576
102479,-0.501366937,-1.216931401,1,0,1,4.120545172
102480,-1.642962445,0.580497722,0,0,0,1.133136215
102481,0.06414718,-1.547728431,0,0,0,1.493427266
102482,1.310206655,0.616855679,1,0,1,9.721899711
102483,-0.64066104,0.556422905,0,1,0,2.967508629
102484,0.160423923,-0.612065572,0,0,0,1.940125449
102485,-0.728496524,0.70705543,1,1,0,2.659796286
102486,0.323467844,-1.502018374,1,1,0,1.335713101
102487,0.764403554,-1.259615047,0,1,1,5.427457299
102488,-0.537974666,0.842827438,0,1,0,2.619913434
102489,-0.15808733,0.894803332,0,1,0,3.246226203
102490,1.912632328,-0.723938802,0,1,0,3.967697325
102491,0.615426521,0.874358725,0,0,0,4.015523526
102492,1.250426369,0.134459319,1,1,1,10.28425693
102493,-0.896068346,-1.533461305,0,1,0,-0.106718943
102494,0.737952693,1.020213809,0,1,0,4.4325419
102495,0.991190548,0.662287748,0,1,0,4.869373038
102496,-1.040656379,0.953848543,1,1,0,2.341139017
102497,-1.910183622,0.778447836,0,0,1,9.282092828
102498,-1.057939197,-1.122270458,1,0,1,4.172014924
102499,-1.418637864,-1.859715148,0,1,1,3.545336188
102500,0.913822193,-1.35383977,1,0,1,6.157088107
102501,0.318763503,1.511103874,0,1,0,4.806206408
102502,-1.136626777,0.642459906,0,1,0,2.785002335
102503,-1.127881745,-0.553565983,0,1,0,1.623915113
102504,-0.969522187,-0.733959948,0,1,0,1.028152981
102505,0.629162047,0.103471814,0,1,1,7.055319091
102506,-1.387259499,-1.297397295,0,0,0,-0.113758833
102507,1.357915901,-1.594572883,1,0,0,2.775622766
102508,1.48008531,-0.789250589,0,1,0,4.117352971
102509,0.050384943,0.221777096,1,1,1,5.904528973
102510,-0.481395199,0.565538548,1,1,0,2.640043672
102511,-0.242366819,-0.876481547,1,0,1,4.759356848
102512,-0.794540108,-0.32622026,0,0,1,5.633442775
102513,1.59140148,0.017485881,1,1,1,10.18503097
102514,-0.612373201,-1.22775683,0,0,0,1.463332313
102515,-0.041426555,-0.541084201,0,0,0,3.388352605
102516,-2.203914168,0.516087327,0,0,1,9.116541911
102517,0.776313624,0.533140571,0,1,0,4.107949799
102518,1.832442144,0.411818528,1,1,1,12.6495424
102519,-0.303787068,0.557322513,0,0,0,2.062596255
102520,0.834667757,-0.084784944,0,0,1,7.504836658
102521,0.273744543,-0.106925877,1,0,1,6.806053332
102522,1.384150011,1.285787743,1,0,0,5.494567
102523,-0.220262883,-0.774682848,0,1,0,1.874426492
102524,-0.08740857,-1.646845882,0,1,0,1.348682393
102525,0.781685939,0.897817277,0,0,1,8.331587714
102526,-1.017544308,0.858068215,0,1,1,6.456618004
102527,-0.212896779,1.89449237,1,1,0,4.527403745
102528,2.3645253,-0.213899058,0,0,1,12.53234887
102529,-1.51196357,1.286724838,0,0,1,7.690368135
102530,1.78263236,0.7890876,0,0,1,11.8640889
102531,0.041242553,1.130962871,1,0,1,6.637300263
102532,-1.130234616,1.104991969,0,1,1,6.624133743
102533,-0.704881519,-0.188023949,0,0,1,5.883906681
102534,1.301542446,1.269217527,0,1,0,6.113094005
102535,-0.146075158,-0.63821343,0,0,1,4.918908179
102536,0.140254758,-0.886500768,0,1,1,5.35697402
102537,1.212727147,-0.669714206,1,1,0,3.711179693
102538,-1.009610478,0.876720544,1,0,1,6.584405395
102539,0.35805731,-0.603887275,0,1,1,5.226714337
102540,-0.538292753,-0.216040265,1,1,1,4.9870015
102541,-0.903554755,0.176035131,0,1,0,2.180538364
102542,-0.201370928,-1.640216464,1,1,1,2.417623937
102543,-0.416221175,1.427700702,0,1,1,6.460867007
102544,-0.929172128,-0.591487922,1,1,0,1.135233016
102545,-0.401074152,-0.107717983,0,1,1,6.145671208
102546,-1.381102819,-0.78494769,0,1,1,5.100435743
102547,-0.191972049,0.620097408,0,0,0,3.351822883
102548,0.504305123,0.244247641,1,0,0,3.793272351
102549,0.249274025,-0.970957325,0,0,1,5.487561281
102550,-1.918482098,-1.413783039,1,1,0,-1.243565599
102551,0.354181566,0.474074353,0,1,1,6.414052668
102552,-0.978946985,1.672835264,0,0,0,3.458513499
102553,1.638889439,-0.864003934,0,1,0,3.799984245
102554,0.092199818,1.075823466,0,1,0,4.391314208
102555,1.491269934,0.226978781,0,1,1,10.52160185
102556,-0.483486748,0.584294793,0,1,0,3.030706208
102557,0.510610541,1.723431627,1,0,0,5.283333305
102558,0.769609351,0.499324396,0,0,1,6.97944873
102559,-0.036262783,0.537685819,1,1,1,6.779726811
102560,-2.15826275,0.265755767,0,0,0,1.184928032
102561,0.645842156,-1.602144882,1,1,1,3.635529482
102562,-1.051898004,-1.882445067,0,1,0,0.108323473
102563,0.534989212,0.820342075,0,1,1,7.208715463
102564,-1.421039639,-0.303972185,0,0,1,5.49468203
102565,-1.000683284,0.551246594,1,1,0,2.366588486
102566,-0.968097422,-0.891622538,0,0,0,0.129447209
102567,0.41643501,2.326097952,0,0,1,7.072381038
102568,-0.814849145,-0.677619478,0,1,0,0.54123774
102569,-0.301142465,0.58570356,0,1,0,3.220905018
102570,0.187412364,-0.644915462,1,1,0,1.45048252
102571,-0.457809537,-0.552674226,0,1,0,2.68613933
102572,-1.099548389,0.998475874,0,1,0,2.294852495
102573,-0.370366233,0.514805602,0,0,0,3.18360437
102574,-0.620205444,0.106793397,1,0,0,1.092692982
102575,1.070293878,1.481576776,0,1,1,8.34216359
102576,0.966445167,-0.904665353,0,1,1,5.822979717
102577,-1.463615383,-0.027059831,0,0,0,1.00924613
102578,0.499716853,1.713601052,0,0,1,7.502323019
102579,-0.083220309,0.799166374,0,1,0,3.876617666
102580,0.284663318,-1.216632865,0,0,1,4.27380825
102581,0.647437652,-0.12855943,0,1,1,7.322267231
102582,0.868442176,-1.368782475,0,1,1,4.719276903
102583,0.820636862,-0.120398604,1,1,0,3.535232882
102584,-0.508827287,1.575350722,0,0,0,4.297815556
102585,0.824531771,0.804702141,0,1,0,4.888047854
102586,-0.135092312,-1.160557655,0,0,1,3.95681802
102587,-1.284816843,-0.326861955,0,0,1,5.904232094
102588,-1.390826944,-0.472846759,0,1,0,0.982383285
102589,-0.044234868,-0.349898309,0,1,0,2.83529738
102590,0.197710276,-2.292948635,0,1,0,1.123052652
102591,0.792121123,-0.119361438,0,1,1,7.460854259
102592,0.572508458,-0.369333979,0,1,0,4.425370781
102593,-0.142550714,-1.111486832,1,1,1,3.046558344
102594,0.24053683,-0.714061824,0,1,0,2.177092726
102595,0.252844638,0.861077623,0,1,1,7.713257412
102596,0.163126341,1.962036528,0,0,0,5.315391943
102597,0.421126783,-0.051421145,0,1,0,3.125044728
102598,0.201987393,0.173978151,1,1,0,3.803605495
102599,0.638073847,-0.586724901,0,0,0,2.899772699
102600,0.348569026,-0.925704861,1,0,1,5.414154595
102601,0.145194498,0.661059266,0,0,1,6.933253877
102602,0.880420889,-0.367921474,0,1,0,3.221335085
102603,1.20765018,-0.214610529,0,0,1,8.315273623
102604,-1.196367317,0.118865883,0,1,0,1.65706632
102605,0.73303496,-0.698609914,0,0,0,2.806463332
102606,-1.363923783,0.001168245,0,0,1,7.068771263
102607,-0.103206682,-0.787036977,1,1,0,2.025156758
102608,1.333620702,0.817370853,0,0,1,10.65486355
102609,1.006889844,-1.288175796,0,1,1,5.684654696
102610,-0.283361054,-0.483204073,1,0,0,1.531425922
102611,-0.375577195,1.021977031,0,1,1,6.292827519
102612,-0.56750519,-0.641691769,1,1,1,5.160503422
102613,1.032045798,1.798625069,1,1,1,9.093788242
102614,1.303713393,-0.90215661,1,1,0,3.735994343
102615,-2.037076476,-0.772719144,0,0,1,8.031306932
102616,-0.129461239,0.322318779,0,1,1,5.909722866
102617,-0.505242963,1.145945732,0,0,0,4.017948855
102618,0.576318198,0.012229688,0,1,1,7.204983857
102619,-1.413570535,1.159085391,0,0,1,6.874105408
102620,-0.044072024,-1.774985816,0,0,0,1.303388196
102621,1.227433041,1.895126519,1,0,0,5.913171795
102622,-0.224029939,-1.020212249,0,1,0,1.287621308
102623,1.11353251,1.431226368,1,1,0,6.048945695
102624,0.708663795,-2.068336575,1,1,0,2.171969283
102625,-0.64122143,-0.905293785,0,1,0,1.512461614
102626,0.565369342,1.472125718,0,1,0,4.802107038
102627,0.01132079,-0.154788945,0,1,0,2.930216882
102628,-1.479145977,-1.330695794,0,0,1,5.127332114
102629,0.004358517,1.432518846,0,1,0,5.053290312
102630,-0.492613717,-0.581063848,0,0,0,1.623504088
102631,-1.091536779,-1.273170594,0,0,0,-0.742398254
102632,0.955086031,-0.253030805,0,1,0,4.030145686
102633,0.821210582,-1.841185811,1,1,1,4.20778761
102634,-0.358702745,1.504128674,1,1,1,6.631005216
102635,-1.162004961,-1.024868208,1,0,0,0.864228063
102636,-0.126812652,-0.00866453,0,1,1,5.321364158
102637,0.288198454,-0.118904933,0,0,1,5.436013507
102638,0.057706362,0.007953617,0,1,0,2.708411549
102639,-0.918402661,-0.445241436,1,1,0,1.683125127
102640,-1.341504814,0.187076505,1,0,0,2.646084205
102641,-0.886069228,0.539031181,0,1,1,6.131218419
102642,0.523505059,-2.104608404,0,0,0,1.439281036
102643,0.834642948,0.679722952,1,1,0,5.496678538
102644,0.107699547,-2.193048142,0,1,1,1.845624507
102645,-1.875154832,0.794940943,0,0,0,2.471105783
102646,-0.514104275,0.291403153,0,1,1,6.274828895
102647,-2.827964685,0.478010635,0,0,0,0.338366111
102648,-0.736536398,-0.76716275,0,1,0,1.180342755
102649,0.975267569,-0.36277239,0,0,0,3.144337053
102650,0.354360101,-0.855132332,0,1,1,5.141370822
102651,1.945883918,-0.81135713,0,1,1,10.11992239
102652,0.789458851,-0.528355757,0,0,1,6.405819807
102653,0.148222874,-0.200911493,0,0,1,5.776002172
102654,-0.259727256,-0.311930672,0,0,0,2.309848447
102655,-0.907823567,0.387913469,0,1,1,7.122663506
102656,0.222857907,-0.06438066,1,0,0,3.57861019
102657,1.317111463,0.829218022,0,0,0,5.029450634
102658,-0.703416276,0.123940675,0,1,0,3.044518729
102659,1.051125851,-0.127610526,0,0,0,5.132562774
102660,0.015521887,-0.402185633,0,0,0,2.263789554
102661,-0.47741222,0.868462831,1,0,1,6.181506772
102662,0.219680772,0.632297214,0,1,1,7.117942403
102663,0.160822745,-0.464742509,0,1,1,5.630480627
102664,-1.057474377,-0.344343645,0,1,0,0.995391325
102665,0.557318025,0.438744761,0,0,1,6.883782688
102666,-1.601962691,1.80427412,0,1,1,7.232389166
102667,-0.639402991,-0.090475941,1,1,0,2.422006672
102668,0.211822797,1.6675077,0,1,1,7.595458495
102669,-0.837759177,-0.812949117,0,0,0,0.845570774
102670,-0.986809846,0.223824267,0,1,1,5.415141694
102671,0.560246012,0.172630434,0,0,0,3.679391281
102672,1.847890335,-0.338710899,0,1,1,10.03390096
102673,0.212247394,-1.779904563,0,1,0,1.288890477
102674,-2.374022904,0.520986094,1,1,1,8.281279924
102675,0.523597151,-1.156339473,0,0,1,5.14729843
102676,-0.064474089,0.603434511,1,0,0,3.660832075
102677,-0.309947241,-0.819711959,0,0,1,5.365265618
102678,-0.073158219,1.993828785,0,1,1,6.835310532
102679,0.809184709,-0.439316987,1,0,1,7.386032642
102680,0.89504449,0.270432608,0,1,1,6.810052702
102681,0.076602915,0.337068774,0,1,0,3.297057356
102682,0.341856081,-1.313971317,0,0,0,1.772431133
102683,0.259708122,-0.348875886,0,1,0,2.982576928
102684,-0.048032706,-0.930518147,0,0,0,2.811502395
102685,0.389671813,0.20063175,0,0,0,3.156565121
102686,-0.028801674,0.26660854,1,0,0,3.431152383
102687,0.355233139,0.922638814,0,0,0,4.196652259
102688,-1.442430605,1.677083787,0,1,1,7.643032568
102689,0.066932617,-0.381556169,1,1,1,5.747147864
102690,0.893458417,-0.059508497,0,1,1,8.420278012
102691,1.661330951,0.206860347,0,0,0,5.850787219
102692,0.978831042,0.038817565,1,0,1,8.827778908
102693,-0.333245014,0.69663041,0,1,0,4.019664858
102694,1.501160108,1.217587604,0,1,1,10.49928179
102695,0.656824328,0.849338622,1,1,1,7.732486362
102696,1.028980434,1.034400455,0,1,1,8.321592435
102697,1.127796817,-1.964274087,0,0,1,4.728296692
102698,-0.679946306,0.787335408,1,0,1,6.632159518
102699,0.732800466,-1.995078584,1,1,0,1.19226101
102700,-0.254571592,-1.592876345,1,0,0,1.654233529
102701,-1.27643434,0.054507988,0,1,1,6.835327139
102702,-0.635039328,-0.490176178,1,0,0,1.967119612
102703,-0.433895614,0.24401058,0,1,0,3.623011658
102704,0.821709899,-0.949209922,0,1,1,6.553022243
102705,-0.173985792,0.293159276,1,0,0,3.4477757
102706,-0.299721876,0.735376652,0,1,1,6.442275348
102707,0.040957886,1.197850927,0,0,1,7.06996527
102708,-1.067120177,2.492505085,0,1,1,6.887273163
102709,-0.604801827,1.401635804,0,0,0,3.39897337
102710,1.141026841,1.687577637,0,1,1,8.446362921
