id,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,y
14742,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,0
14758,Married,Female,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,0
14761,Single,Male,20000,0,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,0
14764,Single,Male,30000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,41,0
14765,Single,Male,50000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,41,0
14767,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,0
14768,Single,Female,60000,0,Bachelors,Professional,No,4,2-5 Miles,Pacific,30,0
14784,Married,Male,70000,0,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,0
14785,Married,Male,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,0
14786,Single,Male,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,56,0
14787,Married,Female,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,0
14798,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,0
14799,Married,Female,70000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,66,0
14805,Married,Male,80000,1,High School,Management,Yes,4,10+ Miles,Europe,58,0
14806,Single,Male,60000,2,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,43,0
14807,Married,Female,80000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,48,1
14814,Married,Male,80000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,0
14820,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,48,0
14828,Married,Male,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,0
14836,Married,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,0
14839,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,0
14844,Married,Male,90000,3,High School,Professional,Yes,3,5-10 Miles,North America,46,0
14845,Married,Male,110000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,64,0
14847,Single,Male,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,0
14849,Single,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,39,0
14853,Single,Male,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,63,0
14854,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,0
14859,Married,Female,60000,2,Bachelors,Professional,Yes,1,0-1 Miles,Pacific,38,1
14860,Married,Female,80000,5,Bachelors,Professional,Yes,4,0-1 Miles,Pacific,41,0
14862,Married,Female,60000,0,Graduate Degree,Management,No,2,1-2 Miles,North America,63,0
14865,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,0
14870,Married,Male,120000,5,High School,Management,Yes,4,10+ Miles,Europe,59,0
14876,Married,Female,120000,5,High School,Management,Yes,3,10+ Miles,Europe,57,0
14889,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,0
14890,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,27,1
14897,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,0
14901,Married,Male,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,0
14902,Single,Female,80000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,51,0
14905,Married,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,29,0
14909,Single,Male,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,0
14917,Single,Female,10000,0,Bachelors,Manual,No,0,0-1 Miles,Europe,45,0
14920,Single,Male,80000,4,Partial College,Professional,No,3,1-2 Miles,North America,46,0
14921,Married,Male,70000,4,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,0
14923,Single,Female,30000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,43,0
14929,Married,Male,160000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,63,0
14936,Married,Female,80000,1,Partial College,Professional,Yes,1,0-1 Miles,North America,50,0
14938,Single,Female,90000,0,Partial College,Professional,No,1,10+ Miles,North America,42,0
14939,Married,Male,70000,2,Partial College,Professional,Yes,1,10+ Miles,North America,56,0
14951,Married,Female,30000,0,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,0
14953,Married,Male,130000,5,High School,Management,No,3,10+ Miles,Europe,56,0
14954,Single,Male,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,63,1
14955,Single,Female,50000,0,Graduate Degree,Management,No,1,0-1 Miles,Pacific,64,1
14962,Single,Male,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,39,0
14963,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,0
14964,Married,Male,90000,3,High School,Professional,Yes,2,5-10 Miles,North America,46,0
14970,Single,Male,70000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,38,0
14971,Married,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,0
14972,Married,Female,10000,1,High School,Manual,Yes,2,0-1 Miles,North America,53,0
14973,Married,Female,130000,4,Partial College,Professional,Yes,4,0-1 Miles,Europe,60,0
14982,Single,Male,70000,0,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,0
14983,Single,Female,110000,4,Bachelors,Management,Yes,4,10+ Miles,Europe,53,0
14986,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,32,0
14989,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,0
14991,Married,Female,20000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,59,0
14992,Single,Male,120000,1,Bachelors,Management,Yes,3,1-2 Miles,North America,39,0
14993,Married,Male,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,58,0
15000,Married,Female,60000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,0
15001,Single,Female,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,34,1
15007,Single,Male,100000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,46,0
15010,Single,Female,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,0
15012,Married,Male,60000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,32,0
15013,Single,Male,60000,2,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,0
15020,Single,Male,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,0
15024,Married,Male,60000,0,Graduate Degree,Management,No,2,1-2 Miles,North America,70,0
15026,Married,Female,70000,1,High School,Professional,Yes,2,2-5 Miles,North America,53,0
15027,Married,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,0
15034,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,0
15038,Single,Male,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,35,0
15039,Married,Male,110000,2,Bachelors,Management,Yes,3,1-2 Miles,North America,41,0
15049,Single,Male,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,37,1
15052,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,0
15060,Single,Female,50000,0,Bachelors,Management,No,2,1-2 Miles,North America,64,0
15065,Single,Female,20000,0,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,0
15066,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,0
15068,Married,Male,100000,2,Partial College,Professional,Yes,4,1-2 Miles,North America,44,0
15069,Single,Female,70000,0,Bachelors,Professional,Yes,2,10+ Miles,Pacific,31,1
15074,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,0
15075,Married,Female,40000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,0
15078,Married,Male,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,1
15095,Married,Male,50000,3,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,0
15096,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,0
15100,Married,Female,110000,3,Bachelors,Management,Yes,2,1-2 Miles,North America,44,0
15102,Single,Female,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,40,0
15105,Single,Male,60000,1,Bachelors,Management,Yes,0,10+ Miles,North America,57,0
15109,Single,Male,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,50,0
15113,Married,Female,60000,4,Bachelors,Professional,Yes,2,0-1 Miles,Pacific,42,0
15119,Married,Male,70000,3,High School,Professional,Yes,0,1-2 Miles,North America,51,0
15123,Married,Female,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,0
15131,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,0
15132,Married,Male,40000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,33,0
15137,Married,Female,90000,3,High School,Professional,Yes,3,5-10 Miles,North America,45,0
15142,Married,Male,10000,3,High School,Manual,Yes,0,0-1 Miles,Europe,38,0
15145,Married,Male,70000,1,Bachelors,Management,Yes,1,1-2 Miles,North America,58,0
15146,Single,Male,60000,0,Bachelors,Professional,No,1,2-5 Miles,North America,39,0
15148,Married,Female,60000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,0
15149,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,50,0
15153,Single,Female,40000,0,High School,Professional,No,2,1-2 Miles,North America,59,0
15154,Married,Female,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,0
15157,Married,Male,60000,3,Bachelors,Professional,Yes,0,2-5 Miles,North America,47,0
15158,Married,Female,70000,4,Partial College,Skilled Manual,Yes,3,10+ Miles,Pacific,46,0
15160,Single,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,0
15161,Single,Female,90000,4,Partial College,Skilled Manual,No,3,1-2 Miles,North America,38,0
15162,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,0
15164,Single,Male,90000,3,High School,Professional,No,3,1-2 Miles,North America,46,0
15165,Single,Male,90000,4,Partial College,Professional,Yes,3,2-5 Miles,North America,41,1
15172,Married,Female,60000,0,Bachelors,Professional,Yes,1,0-1 Miles,Pacific,44,1
15174,Single,Male,110000,2,Bachelors,Management,No,4,1-2 Miles,North America,43,0
15177,Single,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,0
15198,Single,Female,30000,0,Partial High School,Clerical,No,2,1-2 Miles,North America,62,0
15202,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,63,0
15206,Single,Male,70000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,32,0
15216,Married,Female,110000,3,Partial College,Professional,No,4,2-5 Miles,North America,46,0
15217,Married,Female,10000,0,Bachelors,Clerical,No,2,0-1 Miles,Europe,86,0
15222,Married,Male,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,42,0
15225,Married,Male,110000,4,Partial College,Professional,Yes,4,5-10 Miles,Europe,50,0
15227,Single,Female,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,57,0
15233,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,30,0
15236,Single,Female,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,46,0
15237,Single,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,1
15238,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,71,0
15244,Married,Female,70000,4,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,0
15245,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,0
15246,Single,Male,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,41,0
15247,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,38,0
15249,Married,Female,100000,4,Bachelors,Management,Yes,1,10+ Miles,Europe,60,0
15250,Married,Male,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,49,1
15251,Single,Female,20000,3,High School,Manual,Yes,1,0-1 Miles,Europe,43,1
15253,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,0
15258,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,90,0
15260,Single,Female,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,0
15261,Married,Female,60000,0,Bachelors,Management,Yes,3,10+ Miles,North America,60,0
15263,Single,Female,70000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,50,0
15264,Married,Male,130000,4,Partial College,Professional,Yes,3,0-1 Miles,Europe,50,1
15269,Single,Female,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,57,0
15270,Married,Male,70000,3,Partial College,Professional,Yes,1,10+ Miles,North America,53,0
15272,Married,Female,70000,1,Bachelors,Management,Yes,1,10+ Miles,North America,59,0
15274,Married,Female,10000,1,Partial High School,Clerical,Yes,3,1-2 Miles,Pacific,56,0
15277,Married,Female,70000,0,Bachelors,Professional,Yes,2,10+ Miles,Pacific,30,1
15278,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,1
15279,Married,Female,80000,4,Partial College,Professional,Yes,3,1-2 Miles,North America,45,0
15281,Married,Male,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,0
15282,Married,Male,50000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,0
15285,Married,Female,60000,0,Bachelors,Management,Yes,2,10+ Miles,North America,59,0
15286,Single,Female,50000,5,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,1
15293,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,0
15295,Married,Male,110000,3,Bachelors,Management,Yes,3,1-2 Miles,North America,43,0
15296,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,40,0
15301,Single,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,0
15306,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,41,0
15307,Married,Male,110000,2,Bachelors,Management,Yes,4,5-10 Miles,North America,43,0
15313,Single,Female,100000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,40,0
15318,Married,Female,110000,3,Partial College,Professional,No,4,2-5 Miles,North America,45,0
15319,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,33,1
15324,Married,Male,100000,2,Partial College,Professional,Yes,4,1-2 Miles,North America,44,0
15326,Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,53,0
15328,Single,Male,70000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,65,1
15332,Married,Male,80000,3,Bachelors,Management,Yes,0,0-1 Miles,North America,42,0
15334,Married,Female,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,40,0
15335,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,42,0
15336,Married,Female,70000,2,Partial College,Professional,Yes,0,5-10 Miles,North America,50,1
15350,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,0
15353,Single,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,0
15355,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,1
15358,Married,Female,40000,3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,0
15359,Married,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,41,0
15360,Married,Female,20000,1,Partial High School,Clerical,Yes,2,1-2 Miles,Pacific,55,0
15361,Single,Female,30000,2,Partial College,Manual,No,0,0-1 Miles,Europe,42,0
15366,Married,Male,80000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,46,0
15368,Single,Female,90000,0,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,0
15370,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,0
15377,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,1
15382,Married,Female,110000,3,Bachelors,Management,Yes,3,2-5 Miles,North America,45,0
15383,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,0
15385,Single,Female,90000,0,Graduate Degree,Management,Yes,1,5-10 Miles,North America,74,0
15386,Single,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,0
15390,Single,Male,60000,0,Bachelors,Professional,No,1,2-5 Miles,North America,38,0
15392,Married,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,0
15393,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,0
15406,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,49,0
15407,Single,Female,50000,2,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,0
15413,Married,Male,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,0
15414,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,36,1
15415,Single,Female,10000,4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,1
15416,Married,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,0
15417,Married,Male,80000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,56,0
15418,Single,Female,40000,0,High School,Skilled Manual,No,2,5-10 Miles,North America,31,0
15420,Single,Male,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,53,1
15430,Married,Female,130000,2,Graduate Degree,Management,Yes,2,1-2 Miles,North America,41,0
15437,Married,Male,130000,5,High School,Management,Yes,4,0-1 Miles,Pacific,34,0
15443,Single,Female,40000,5,High School,Skilled Manual,Yes,2,2-5 Miles,North America,39,0
15444,Married,Male,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,56,0
15447,Married,Female,70000,2,Partial College,Professional,Yes,1,10+ Miles,North America,55,0
15449,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,0
15450,Married,Female,100000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,41,0
15452,Single,Male,50000,0,Bachelors,Management,No,2,1-2 Miles,North America,64,0
15457,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,0
15459,Married,Male,70000,3,Partial College,Professional,Yes,1,10+ Miles,North America,53,0
15461,Single,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,0
15466,Married,Male,90000,5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,0
15468,Single,Female,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,29,0
15469,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,0
15470,Single,Female,40000,1,High School,Professional,Yes,2,10+ Miles,North America,56,0
15476,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,0
15477,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,0
15479,Married,Male,70000,0,Bachelors,Management,No,2,2-5 Miles,North America,61,0
15485,Single,Female,20000,0,High School,Manual,No,1,1-2 Miles,Europe,28,0
15486,Married,Male,30000,0,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,0
15488,Married,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,0
15495,Single,Male,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,0
15498,Single,Female,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,0
15505,Single,Female,80000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,0
15507,Married,Male,60000,1,High School,Professional,Yes,2,10+ Miles,North America,55,0
15508,Married,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,0
15509,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,31,0
15511,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,0
15512,Married,Female,30000,3,Partial College,Clerical,No,2,0-1 Miles,Europe,28,0
15515,Single,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,38,0
15516,Married,Female,70000,3,High School,Professional,Yes,0,5-10 Miles,North America,51,0
15519,Married,Male,40000,1,High School,Professional,Yes,2,2-5 Miles,North America,59,0
15522,Married,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,0
15524,Single,Female,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,49,0
15539,Single,Male,10000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,0
15541,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,1
15545,Married,Female,130000,5,High School,Management,Yes,4,10+ Miles,Pacific,34,0
15547,Married,Female,50000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,0
15563,Single,Female,20000,0,High School,Manual,No,1,1-2 Miles,Europe,30,0
15564,Married,Male,100000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,41,0
15572,Single,Male,10000,0,High School,Skilled Manual,Yes,3,5-10 Miles,Pacific,61,0
15573,Married,Female,20000,1,Partial College,Manual,Yes,0,1-2 Miles,Europe,44,0
15579,Married,Male,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,0
15581,Single,Female,30000,0,High School,Professional,Yes,2,5-10 Miles,North America,32,0
15584,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,30,0
15589,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,37,0
15593,Single,Female,10000,3,High School,Manual,Yes,0,0-1 Miles,Europe,38,0
15597,Single,Male,40000,3,Partial College,Clerical,No,2,0-1 Miles,North America,32,0
15598,Married,Male,10000,1,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,57,0
15605,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,0
15606,Single,Female,30000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,0
15607,Married,Male,70000,0,Bachelors,Management,Yes,4,2-5 Miles,North America,60,0
15609,Married,Male,90000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,35,1
15610,Married,Female,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,28,0
15612,Single,Male,150000,0,Bachelors,Management,No,2,0-1 Miles,North America,40,1
15629,Married,Male,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,50,0
15633,Single,Male,30000,0,High School,Professional,No,2,1-2 Miles,North America,59,0
15636,Married,Male,70000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,0
15639,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,0
15648,Single,Female,70000,5,Graduate Degree,Professional,No,2,0-1 Miles,North America,37,0
15650,Married,Female,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,0
15653,Married,Female,120000,2,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,0
15662,Single,Male,30000,0,High School,Professional,Yes,2,5-10 Miles,North America,32,0
15664,Single,Female,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,0
15670,Married,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,0
15671,Single,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,0
15679,Single,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,0
15681,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,0
15688,Married,Male,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,0
15689,Single,Female,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,56,0
15690,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,29,0
15694,Married,Male,70000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,0
15696,Single,Male,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,61,0
15698,Married,Female,90000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,35,0
15704,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,0
15705,Married,Female,30000,1,Bachelors,Clerical,Yes,0,2-5 Miles,Europe,38,1
15706,Single,Female,70000,0,Bachelors,Management,Yes,3,2-5 Miles,North America,61,0
15709,Married,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,0
15713,Married,Female,10000,3,High School,Manual,No,1,0-1 Miles,Europe,38,0
15718,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,0
15721,Married,Male,40000,0,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,0
15730,Single,Male,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,0
15733,Married,Female,70000,4,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,48,0
15736,Married,Female,160000,3,Partial College,Professional,No,4,5-10 Miles,Europe,48,1
15738,Single,Male,10000,0,High School,Manual,No,2,0-1 Miles,Europe,73,0
15740,Single,Male,80000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,1
15741,Single,Male,80000,0,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,0
15742,Single,Male,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,0
15743,Married,Female,40000,0,Partial High School,Clerical,No,2,1-2 Miles,Pacific,52,0
15744,Single,Female,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,0
15745,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,0
15746,Single,Male,70000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,38,0
15748,Married,Female,150000,5,High School,Management,Yes,4,10+ Miles,Europe,58,0
15753,Single,Female,20000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,0
15756,Married,Male,60000,1,Bachelors,Management,Yes,0,10+ Miles,North America,58,0
15759,Married,Female,70000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,0
15775,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,0
15776,Married,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,0
15777,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,0
15783,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,0
15791,Married,Male,90000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,0
15795,Married,Female,80000,1,High School,Management,Yes,3,10+ Miles,Europe,57,0
15796,Single,Male,110000,4,Partial College,Professional,No,4,5-10 Miles,Europe,50,0
15798,Married,Female,110000,5,High School,Management,Yes,4,10+ Miles,Pacific,36,0
15806,Single,Male,30000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,0
15809,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,28,0
15810,Married,Female,130000,5,High School,Management,Yes,4,10+ Miles,Pacific,34,0
15812,Married,Female,70000,4,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,0
15813,Single,Male,110000,1,Graduate Degree,Management,Yes,1,10+ Miles,North America,39,0
15815,Married,Male,40000,0,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,0
15820,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,36,1
